EventID,EventName,StartDate,EndDate,Location,MemberId
293,Concert,2023-05-31 12:00:00,2023-05-31 14:00:00,"Kinshasa, DR Congo",3
294,Merch Sale Event,2023-06-27 05:00:00,2023-06-27 08:00:00,"Osaka, Japan",5
295,Merch Sale Event,2023-12-09 10:00:00,2023-12-09 11:00:00,"Beijing, China",1
296,Reality Show,2022-03-03 22:00:00,2022-03-04 02:00:00,"Kolkata, India",3
297,Fan Meet-Up,2024-07-19 09:00:00,2024-07-19 11:00:00,"Cairo, Egypt",1
298,Reality Show,2024-08-17 14:00:00,2024-08-17 16:00:00,"Dhaka, Bangladesh",1
299,Reality Show,2023-09-17 13:00:00,2023-09-17 17:00:00,"Rio de Janeiro, Brazil",1
300,Concert,2022-08-11 10:00:00,2022-08-11 11:00:00,"Lagos, Nigeria",2
301,Reality Show,2023-04-23 08:00:00,2023-04-23 10:00:00,"Tokyo, Japan",1
302,Concert,2022-10-16 13:00:00,2022-10-16 14:00:00,"Rio de Janeiro, Brazil",4
303,Tour,2022-12-15 18:00:00,2022-12-15 21:00:00,"Cairo, Egypt",4
304,Reality Show,2023-03-23 18:00:00,2023-03-23 22:00:00,"Chongqing, China",5
305,Tour,2022-11-22 01:00:00,2022-11-22 02:00:00,"Mexico City, Mexico",4
306,Fan Meet-Up,2024-04-21 02:00:00,2024-04-21 04:00:00,"Buenos Aires, Argentina",1
307,Concert,2023-08-07 04:00:00,2023-08-07 08:00:00,"Buenos Aires, Argentina",5
308,Reality Show,2023-01-07 13:00:00,2023-01-07 16:00:00,"Buenos Aires, Argentina",2
309,Fan Meet-Up,2023-11-30 11:00:00,2023-11-30 14:00:00,"Delhi, India",4
310,Tour,2021-12-22 18:00:00,2021-12-22 19:00:00,"Mexico City, Mexico",3
311,Merch Sale Event,2024-04-17 16:00:00,2024-04-17 19:00:00,"Istanbul, Turkey",2
312,Merch Sale Event,2024-04-10 03:00:00,2024-04-10 05:00:00,"Osaka, Japan",2
313,Reality Show,2023-01-16 14:00:00,2023-01-16 16:00:00,"Kinshasa, DR Congo",3
314,Tour,2024-06-08 00:00:00,2024-06-08 04:00:00,"Kolkata, India",1
315,Concert,2023-10-18 01:00:00,2023-10-18 04:00:00,"Rio de Janeiro, Brazil",2
316,Tour,2024-01-14 11:00:00,2024-01-14 15:00:00,"Osaka, Japan",2
317,Reality Show,2023-09-09 13:00:00,2023-09-09 14:00:00,"Buenos Aires, Argentina",2
318,Concert,2023-01-07 09:00:00,2023-01-07 10:00:00,"Manila, Philippines",3
319,Fan Meet-Up,2024-07-23 15:00:00,2024-07-23 18:00:00,"Rio de Janeiro, Brazil",4
320,Fan Meet-Up,2023-08-03 15:00:00,2023-08-03 19:00:00,"Lagos, Nigeria",3
321,Merch Sale Event,2023-05-24 22:00:00,2023-05-25 02:00:00,"Rio de Janeiro, Brazil",5
322,Concert,2022-09-03 00:00:00,2022-09-03 01:00:00,"Lagos, Nigeria",1
323,Reality Show,2023-03-28 10:00:00,2023-03-28 14:00:00,"Lagos, Nigeria",3
324,Concert,2022-09-29 09:00:00,2022-09-29 11:00:00,"Dhaka, Bangladesh",2
325,Concert,2022-07-13 10:00:00,2022-07-13 14:00:00,"Manila, Philippines",3
326,Tour,2024-09-27 14:00:00,2024-09-27 18:00:00,"Chongqing, China",3
327,Merch Sale Event,2023-08-22 21:00:00,2023-08-22 22:00:00,"Karachi, Pakistan",3
328,Tour,2023-07-23 08:00:00,2023-07-23 12:00:00,"São Paulo, Brazil",2
329,Tour,2024-01-30 05:00:00,2024-01-30 08:00:00,"Karachi, Pakistan",1
330,Tour,2022-04-14 22:00:00,2022-04-15 01:00:00,"Dhaka, Bangladesh",5
331,Concert,2022-12-29 17:00:00,2022-12-29 19:00:00,"Beijing, China",1
332,Reality Show,2022-11-22 03:00:00,2022-11-22 07:00:00,"Mumbai, India",4
333,Merch Sale Event,2024-06-02 19:00:00,2024-06-02 20:00:00,"Rio de Janeiro, Brazil",4
334,Merch Sale Event,2022-06-01 10:00:00,2022-06-01 11:00:00,"Mexico City, Mexico",1
335,Merch Sale Event,2024-08-06 18:00:00,2024-08-06 20:00:00,"Mumbai, India",2
336,Tour,2022-09-17 17:00:00,2022-09-17 19:00:00,"Dhaka, Bangladesh",2
337,Reality Show,2024-04-27 10:00:00,2024-04-27 12:00:00,"Kinshasa, DR Congo",1
338,Tour,2022-07-24 16:00:00,2022-07-24 17:00:00,"Rio de Janeiro, Brazil",2
339,Concert,2022-04-09 00:00:00,2022-04-09 04:00:00,"Lagos, Nigeria",5
340,Tour,2022-10-08 18:00:00,2022-10-08 20:00:00,"Chongqing, China",1
341,Reality Show,2024-08-05 18:00:00,2024-08-05 19:00:00,"Mumbai, India",1
342,Reality Show,2022-05-03 05:00:00,2022-05-03 06:00:00,"Osaka, Japan",3
343,Fan Meet-Up,2021-11-17 03:00:00,2021-11-17 05:00:00,"Istanbul, Turkey",3
344,Merch Sale Event,2023-12-01 13:00:00,2023-12-01 14:00:00,"Chongqing, China",5
345,Concert,2022-01-19 12:00:00,2022-01-19 14:00:00,"Beijing, China",4
346,Merch Sale Event,2022-06-28 18:00:00,2022-06-28 20:00:00,"Kinshasa, DR Congo",1
347,Concert,2023-07-26 19:00:00,2023-07-26 22:00:00,"Kolkata, India",5
348,Tour,2023-10-15 23:00:00,2023-10-16 00:00:00,"Buenos Aires, Argentina",5
349,Concert,2022-02-25 06:00:00,2022-02-25 07:00:00,"Cairo, Egypt",5
350,Tour,2024-10-09 10:00:00,2024-10-09 11:00:00,"Istanbul, Turkey",2
351,Merch Sale Event,2022-01-14 10:00:00,2022-01-14 11:00:00,"Lagos, Nigeria",1
352,Merch Sale Event,2023-04-28 08:00:00,2023-04-28 11:00:00,"Kolkata, India",3
353,Fan Meet-Up,2023-08-17 14:00:00,2023-08-17 18:00:00,"Lagos, Nigeria",2
354,Fan Meet-Up,2022-03-19 02:00:00,2022-03-19 03:00:00,"Kinshasa, DR Congo",3
355,Reality Show,2024-10-13 21:00:00,2024-10-13 23:00:00,"Kinshasa, DR Congo",1
356,Reality Show,2023-06-16 19:00:00,2023-06-16 21:00:00,"Kinshasa, DR Congo",5
357,Tour,2022-06-12 06:00:00,2022-06-12 09:00:00,"Kinshasa, DR Congo",3
358,Fan Meet-Up,2022-03-09 15:00:00,2022-03-09 18:00:00,"Shanghai, China",1
359,Reality Show,2023-09-02 08:00:00,2023-09-02 09:00:00,"Dhaka, Bangladesh",2
360,Merch Sale Event,2022-11-10 03:00:00,2022-11-10 04:00:00,"Kinshasa, DR Congo",5
361,Concert,2024-06-15 14:00:00,2024-06-15 16:00:00,"São Paulo, Brazil",3
362,Tour,2024-08-28 19:00:00,2024-08-28 23:00:00,"Dhaka, Bangladesh",5
363,Concert,2023-02-17 22:00:00,2023-02-18 00:00:00,"Tokyo, Japan",2
364,Tour,2023-06-27 00:00:00,2023-06-27 03:00:00,"Delhi, India",4
365,Reality Show,2024-10-29 18:00:00,2024-10-29 22:00:00,"Karachi, Pakistan",4
366,Reality Show,2023-12-25 21:00:00,2023-12-25 23:00:00,"Shanghai, China",2
367,Tour,2022-02-03 09:00:00,2022-02-03 11:00:00,"Tokyo, Japan",4
368,Concert,2024-09-28 12:00:00,2024-09-28 14:00:00,"Cairo, Egypt",2
369,Reality Show,2024-07-24 13:00:00,2024-07-24 16:00:00,"Cairo, Egypt",5
370,Concert,2023-03-11 19:00:00,2023-03-11 20:00:00,"Shanghai, China",5
371,Tour,2023-11-20 05:00:00,2023-11-20 09:00:00,"Tokyo, Japan",4
372,Reality Show,2022-04-07 19:00:00,2022-04-07 21:00:00,"Buenos Aires, Argentina",1
373,Tour,2023-06-03 08:00:00,2023-06-03 12:00:00,"Delhi, India",2
374,Tour,2024-07-26 06:00:00,2024-07-26 10:00:00,"Beijing, China",1
375,Reality Show,2023-12-18 09:00:00,2023-12-18 10:00:00,"Osaka, Japan",2
376,Fan Meet-Up,2023-02-27 05:00:00,2023-02-27 08:00:00,"Shanghai, China",5
377,Fan Meet-Up,2023-06-16 08:00:00,2023-06-16 10:00:00,"Kinshasa, DR Congo",1
378,Merch Sale Event,2023-02-23 22:00:00,2023-02-24 00:00:00,"Rio de Janeiro, Brazil",4
379,Fan Meet-Up,2022-09-02 16:00:00,2022-09-02 17:00:00,"Mexico City, Mexico",1
380,Concert,2024-02-21 01:00:00,2024-02-21 02:00:00,"Dhaka, Bangladesh",1
381,Concert,2023-12-03 10:00:00,2023-12-03 14:00:00,"Cairo, Egypt",5
382,Fan Meet-Up,2023-06-19 08:00:00,2023-06-19 10:00:00,"Osaka, Japan",5
383,Fan Meet-Up,2022-11-22 23:00:00,2022-11-23 03:00:00,"Cairo, Egypt",5
384,Fan Meet-Up,2024-05-02 12:00:00,2024-05-02 14:00:00,"Chongqing, China",4
385,Reality Show,2023-09-24 18:00:00,2023-09-24 22:00:00,"Mexico City, Mexico",1
386,Reality Show,2022-04-12 23:00:00,2022-04-13 03:00:00,"Manila, Philippines",2
387,Reality Show,2022-04-16 21:00:00,2022-04-16 22:00:00,"Osaka, Japan",2
388,Concert,2021-12-18 11:00:00,2021-12-18 12:00:00,"Rio de Janeiro, Brazil",4
389,Concert,2024-01-15 17:00:00,2024-01-15 18:00:00,"Kinshasa, DR Congo",4
390,Tour,2024-09-19 09:00:00,2024-09-19 10:00:00,"Tokyo, Japan",5
391,Reality Show,2021-12-18 04:00:00,2021-12-18 06:00:00,"Lagos, Nigeria",3
392,Reality Show,2022-01-15 00:00:00,2022-01-15 02:00:00,"Kolkata, India",3
393,Concert,2022-05-17 23:00:00,2022-05-18 02:00:00,"Dhaka, Bangladesh",2
394,Tour,2023-02-08 17:00:00,2023-02-08 20:00:00,"São Paulo, Brazil",3
395,Tour,2023-11-22 21:00:00,2023-11-23 01:00:00,"Beijing, China",2
396,Reality Show,2024-09-24 22:00:00,2024-09-24 23:00:00,"Osaka, Japan",5
397,Merch Sale Event,2023-09-10 04:00:00,2023-09-10 06:00:00,"Manila, Philippines",1
398,Tour,2022-02-16 20:00:00,2022-02-16 22:00:00,"Mumbai, India",3
399,Fan Meet-Up,2023-10-25 06:00:00,2023-10-25 07:00:00,"Mexico City, Mexico",3
400,Reality Show,2022-10-02 10:00:00,2022-10-02 13:00:00,"Osaka, Japan",1
401,Reality Show,2024-07-31 08:00:00,2024-07-31 12:00:00,"Manila, Philippines",4
402,Concert,2022-02-08 22:00:00,2022-02-08 23:00:00,"Cairo, Egypt",5
403,Tour,2022-08-21 09:00:00,2022-08-21 11:00:00,"São Paulo, Brazil",2
404,Reality Show,2022-09-15 07:00:00,2022-09-15 09:00:00,"Karachi, Pakistan",5
405,Fan Meet-Up,2024-05-01 15:00:00,2024-05-01 16:00:00,"Buenos Aires, Argentina",3
406,Concert,2024-07-20 03:00:00,2024-07-20 06:00:00,"Tianjin, China",2
407,Concert,2024-01-18 08:00:00,2024-01-18 11:00:00,"São Paulo, Brazil",3
408,Reality Show,2023-10-12 22:00:00,2023-10-13 00:00:00,"Delhi, India",3
409,Concert,2023-07-31 18:00:00,2023-07-31 21:00:00,"Kolkata, India",3
410,Fan Meet-Up,2022-06-13 16:00:00,2022-06-13 19:00:00,"Mumbai, India",1
411,Concert,2023-01-02 06:00:00,2023-01-02 08:00:00,"Karachi, Pakistan",5
412,Merch Sale Event,2021-11-17 07:00:00,2021-11-17 11:00:00,"Tianjin, China",1
413,Reality Show,2023-05-08 05:00:00,2023-05-08 09:00:00,"Osaka, Japan",5
414,Concert,2024-04-16 03:00:00,2024-04-16 05:00:00,"São Paulo, Brazil",1
415,Reality Show,2023-12-17 16:00:00,2023-12-17 18:00:00,"Delhi, India",2
416,Tour,2024-02-25 13:00:00,2024-02-25 14:00:00,"Kinshasa, DR Congo",3
417,Concert,2022-05-20 08:00:00,2022-05-20 11:00:00,"Karachi, Pakistan",1
418,Merch Sale Event,2022-07-04 06:00:00,2022-07-04 08:00:00,"Tianjin, China",2
419,Concert,2023-07-20 14:00:00,2023-07-20 15:00:00,"Manila, Philippines",2
420,Tour,2022-02-06 22:00:00,2022-02-07 01:00:00,"Shanghai, China",3
421,Reality Show,2024-01-02 23:00:00,2024-01-03 03:00:00,"Chongqing, China",1
422,Merch Sale Event,2023-04-26 12:00:00,2023-04-26 16:00:00,"Cairo, Egypt",2
423,Concert,2023-04-15 21:00:00,2023-04-16 01:00:00,"São Paulo, Brazil",3
424,Tour,2023-10-26 00:00:00,2023-10-26 01:00:00,"Chongqing, China",5
425,Concert,2023-12-10 17:00:00,2023-12-10 20:00:00,"Tokyo, Japan",3
426,Fan Meet-Up,2022-06-09 06:00:00,2022-06-09 08:00:00,"Osaka, Japan",1
427,Fan Meet-Up,2022-02-07 02:00:00,2022-02-07 05:00:00,"Kolkata, India",2
428,Concert,2022-12-26 07:00:00,2022-12-26 10:00:00,"Kolkata, India",2
429,Concert,2022-11-28 18:00:00,2022-11-28 20:00:00,"Delhi, India",5
430,Merch Sale Event,2024-04-17 11:00:00,2024-04-17 12:00:00,"Rio de Janeiro, Brazil",3
431,Reality Show,2024-05-29 20:00:00,2024-05-29 23:00:00,"Beijing, China",2
432,Concert,2022-07-17 16:00:00,2022-07-17 17:00:00,"Mumbai, India",5
433,Fan Meet-Up,2024-08-23 02:00:00,2024-08-23 06:00:00,"São Paulo, Brazil",4
434,Reality Show,2023-12-27 15:00:00,2023-12-27 17:00:00,"Istanbul, Turkey",2
435,Concert,2024-03-04 10:00:00,2024-03-04 11:00:00,"Osaka, Japan",4
436,Concert,2024-01-09 16:00:00,2024-01-09 20:00:00,"Mumbai, India",5
437,Merch Sale Event,2023-03-15 11:00:00,2023-03-15 12:00:00,"Osaka, Japan",5
438,Reality Show,2022-09-15 19:00:00,2022-09-15 21:00:00,"Chongqing, China",3
439,Merch Sale Event,2024-07-22 02:00:00,2024-07-22 05:00:00,"Delhi, India",3
440,Merch Sale Event,2023-02-02 03:00:00,2023-02-02 07:00:00,"Delhi, India",5
441,Merch Sale Event,2023-01-27 05:00:00,2023-01-27 06:00:00,"São Paulo, Brazil",5
442,Merch Sale Event,2023-11-14 22:00:00,2023-11-15 02:00:00,"Kinshasa, DR Congo",2
443,Reality Show,2024-01-21 11:00:00,2024-01-21 14:00:00,"Rio de Janeiro, Brazil",3
444,Tour,2024-05-02 09:00:00,2024-05-02 13:00:00,"Tokyo, Japan",3
445,Merch Sale Event,2023-12-04 04:00:00,2023-12-04 07:00:00,"Tianjin, China",5
446,Fan Meet-Up,2023-11-23 13:00:00,2023-11-23 14:00:00,"São Paulo, Brazil",5
447,Fan Meet-Up,2022-08-03 09:00:00,2022-08-03 11:00:00,"São Paulo, Brazil",5
448,Merch Sale Event,2022-05-08 04:00:00,2022-05-08 08:00:00,"Kolkata, India",4
449,Fan Meet-Up,2022-08-30 19:00:00,2022-08-30 20:00:00,"Beijing, China",2
450,Reality Show,2023-12-21 12:00:00,2023-12-21 14:00:00,"Delhi, India",5
451,Reality Show,2022-04-08 06:00:00,2022-04-08 07:00:00,"Kolkata, India",4
452,Fan Meet-Up,2021-12-25 08:00:00,2021-12-25 12:00:00,"Karachi, Pakistan",5
453,Concert,2023-01-29 20:00:00,2023-01-29 21:00:00,"Kolkata, India",5
454,Reality Show,2022-11-20 07:00:00,2022-11-20 10:00:00,"Beijing, China",1
455,Tour,2022-03-29 21:00:00,2022-03-30 01:00:00,"Kolkata, India",5
456,Concert,2022-04-08 13:00:00,2022-04-08 15:00:00,"Tianjin, China",1
457,Concert,2021-11-24 08:00:00,2021-11-24 09:00:00,"Istanbul, Turkey",5
458,Tour,2024-01-31 19:00:00,2024-01-31 20:00:00,"Manila, Philippines",3
459,Merch Sale Event,2021-11-24 21:00:00,2021-11-24 23:00:00,"Osaka, Japan",2
460,Fan Meet-Up,2023-10-08 21:00:00,2023-10-08 22:00:00,"Shanghai, China",5
461,Reality Show,2024-10-21 22:00:00,2024-10-22 02:00:00,"Tianjin, China",3
462,Fan Meet-Up,2024-02-06 10:00:00,2024-02-06 12:00:00,"Mumbai, India",1
463,Fan Meet-Up,2023-08-22 04:00:00,2023-08-22 06:00:00,"Cairo, Egypt",1
464,Tour,2023-08-21 02:00:00,2023-08-21 06:00:00,"Tianjin, China",4
465,Reality Show,2022-01-23 21:00:00,2022-01-23 22:00:00,"Rio de Janeiro, Brazil",3
466,Reality Show,2023-04-17 13:00:00,2023-04-17 15:00:00,"Rio de Janeiro, Brazil",1
467,Fan Meet-Up,2022-06-28 16:00:00,2022-06-28 20:00:00,"Mexico City, Mexico",2
468,Tour,2022-03-04 07:00:00,2022-03-04 11:00:00,"Mexico City, Mexico",1
469,Merch Sale Event,2024-03-09 21:00:00,2024-03-10 00:00:00,"Kolkata, India",5
470,Tour,2023-03-21 07:00:00,2023-03-21 09:00:00,"Cairo, Egypt",5
471,Fan Meet-Up,2023-02-25 11:00:00,2023-02-25 12:00:00,"Tokyo, Japan",5
472,Merch Sale Event,2022-02-22 05:00:00,2022-02-22 09:00:00,"Buenos Aires, Argentina",4
473,Fan Meet-Up,2023-07-30 04:00:00,2023-07-30 08:00:00,"Buenos Aires, Argentina",4
474,Tour,2023-11-03 03:00:00,2023-11-03 05:00:00,"Istanbul, Turkey",4
475,Concert,2023-09-03 19:00:00,2023-09-03 20:00:00,"Beijing, China",1
476,Merch Sale Event,2024-10-04 00:00:00,2024-10-04 02:00:00,"Chongqing, China",2
477,Reality Show,2024-04-06 18:00:00,2024-04-06 21:00:00,"Istanbul, Turkey",4
478,Concert,2023-01-22 08:00:00,2023-01-22 11:00:00,"Karachi, Pakistan",4
479,Tour,2023-09-08 15:00:00,2023-09-08 17:00:00,"Mexico City, Mexico",1
480,Merch Sale Event,2022-11-19 19:00:00,2022-11-19 22:00:00,"Tianjin, China",1
481,Fan Meet-Up,2024-02-23 10:00:00,2024-02-23 11:00:00,"Dhaka, Bangladesh",1
482,Merch Sale Event,2023-08-27 04:00:00,2023-08-27 05:00:00,"Kolkata, India",5
483,Concert,2023-01-18 07:00:00,2023-01-18 08:00:00,"Shanghai, China",4
484,Merch Sale Event,2022-12-20 03:00:00,2022-12-20 07:00:00,"Lagos, Nigeria",3
485,Concert,2023-09-05 06:00:00,2023-09-05 09:00:00,"Osaka, Japan",1
486,Merch Sale Event,2022-01-24 06:00:00,2022-01-24 07:00:00,"Chongqing, China",4
487,Tour,2023-10-03 13:00:00,2023-10-03 15:00:00,"Kinshasa, DR Congo",3
488,Reality Show,2023-06-24 02:00:00,2023-06-24 03:00:00,"Istanbul, Turkey",2
489,Reality Show,2023-08-06 01:00:00,2023-08-06 03:00:00,"Delhi, India",1
490,Reality Show,2024-02-06 13:00:00,2024-02-06 16:00:00,"Mexico City, Mexico",1
491,Reality Show,2023-12-31 13:00:00,2023-12-31 17:00:00,"Lagos, Nigeria",2
492,Reality Show,2022-05-30 06:00:00,2022-05-30 10:00:00,"Shanghai, China",4
493,Reality Show,2024-09-16 12:00:00,2024-09-16 13:00:00,"Mumbai, India",4
494,Concert,2024-04-18 18:00:00,2024-04-18 20:00:00,"Beijing, China",3
495,Tour,2024-10-13 00:00:00,2024-10-13 04:00:00,"Dhaka, Bangladesh",2
496,Reality Show,2023-12-28 14:00:00,2023-12-28 15:00:00,"São Paulo, Brazil",3
497,Concert,2023-07-20 20:00:00,2023-07-21 00:00:00,"Mumbai, India",2
498,Concert,2022-06-26 00:00:00,2022-06-26 04:00:00,"Kinshasa, DR Congo",4
499,Reality Show,2022-03-09 19:00:00,2022-03-09 22:00:00,"Manila, Philippines",1
500,Reality Show,2022-04-25 10:00:00,2022-04-25 11:00:00,"Tokyo, Japan",5
501,Merch Sale Event,2022-11-26 19:00:00,2022-11-26 20:00:00,"Lagos, Nigeria",1
502,Reality Show,2022-08-11 01:00:00,2022-08-11 05:00:00,"Rio de Janeiro, Brazil",5
503,Fan Meet-Up,2023-04-11 02:00:00,2023-04-11 05:00:00,"Dhaka, Bangladesh",4
504,Reality Show,2023-09-06 10:00:00,2023-09-06 14:00:00,"Cairo, Egypt",3
505,Tour,2022-03-22 13:00:00,2022-03-22 16:00:00,"Mumbai, India",5
506,Concert,2023-10-14 12:00:00,2023-10-14 16:00:00,"Tokyo, Japan",4
507,Tour,2024-08-26 16:00:00,2024-08-26 19:00:00,"Karachi, Pakistan",2
508,Tour,2023-01-29 00:00:00,2023-01-29 03:00:00,"Shanghai, China",3
509,Tour,2023-04-14 21:00:00,2023-04-14 23:00:00,"Tokyo, Japan",4
510,Tour,2022-01-15 01:00:00,2022-01-15 03:00:00,"Tianjin, China",2
511,Fan Meet-Up,2024-07-26 21:00:00,2024-07-27 01:00:00,"Delhi, India",5
512,Merch Sale Event,2022-05-08 01:00:00,2022-05-08 02:00:00,"Mexico City, Mexico",4
513,Concert,2024-01-13 04:00:00,2024-01-13 05:00:00,"Tokyo, Japan",3
514,Merch Sale Event,2023-12-30 23:00:00,2023-12-31 00:00:00,"Mumbai, India",5
515,Reality Show,2024-10-23 08:00:00,2024-10-23 12:00:00,"Delhi, India",2
516,Fan Meet-Up,2024-10-19 05:00:00,2024-10-19 06:00:00,"Mexico City, Mexico",4
517,Merch Sale Event,2023-11-04 10:00:00,2023-11-04 12:00:00,"Cairo, Egypt",2
518,Merch Sale Event,2024-08-13 09:00:00,2024-08-13 12:00:00,"Osaka, Japan",3
519,Merch Sale Event,2023-06-01 09:00:00,2023-06-01 12:00:00,"Osaka, Japan",4
520,Merch Sale Event,2022-08-24 22:00:00,2022-08-24 23:00:00,"Istanbul, Turkey",2
521,Tour,2023-10-25 17:00:00,2023-10-25 21:00:00,"Mumbai, India",4
522,Concert,2022-10-12 08:00:00,2022-10-12 11:00:00,"Beijing, China",1
523,Merch Sale Event,2022-08-30 21:00:00,2022-08-31 01:00:00,"Lagos, Nigeria",3
524,Fan Meet-Up,2022-08-03 16:00:00,2022-08-03 19:00:00,"Mumbai, India",3
525,Tour,2024-05-21 10:00:00,2024-05-21 13:00:00,"Istanbul, Turkey",1
526,Reality Show,2021-11-29 20:00:00,2021-11-29 21:00:00,"Kinshasa, DR Congo",5
527,Merch Sale Event,2022-03-06 21:00:00,2022-03-06 23:00:00,"São Paulo, Brazil",4
528,Concert,2023-02-05 20:00:00,2023-02-05 23:00:00,"Shanghai, China",5
529,Merch Sale Event,2023-09-14 11:00:00,2023-09-14 12:00:00,"Dhaka, Bangladesh",5
530,Fan Meet-Up,2023-03-02 00:00:00,2023-03-02 04:00:00,"Dhaka, Bangladesh",4
531,Reality Show,2023-12-08 19:00:00,2023-12-08 20:00:00,"Tokyo, Japan",1
532,Reality Show,2022-08-05 13:00:00,2022-08-05 17:00:00,"Karachi, Pakistan",3
533,Tour,2024-10-03 09:00:00,2024-10-03 13:00:00,"Istanbul, Turkey",1
534,Fan Meet-Up,2024-01-06 07:00:00,2024-01-06 08:00:00,"Tokyo, Japan",2
535,Tour,2024-03-16 18:00:00,2024-03-16 20:00:00,"São Paulo, Brazil",3
536,Tour,2021-12-17 19:00:00,2021-12-17 20:00:00,"Kinshasa, DR Congo",5
537,Fan Meet-Up,2022-07-08 06:00:00,2022-07-08 08:00:00,"Karachi, Pakistan",4
538,Concert,2023-10-13 21:00:00,2023-10-13 23:00:00,"Rio de Janeiro, Brazil",1
539,Tour,2023-01-27 15:00:00,2023-01-27 19:00:00,"Tianjin, China",5
540,Fan Meet-Up,2024-08-08 14:00:00,2024-08-08 17:00:00,"Mexico City, Mexico",2
541,Merch Sale Event,2022-10-24 23:00:00,2022-10-25 02:00:00,"Tokyo, Japan",4
542,Tour,2022-07-28 22:00:00,2022-07-28 23:00:00,"Shanghai, China",2
543,Fan Meet-Up,2023-11-26 17:00:00,2023-11-26 20:00:00,"Tianjin, China",3
544,Reality Show,2023-02-14 02:00:00,2023-02-14 03:00:00,"Cairo, Egypt",1
545,Fan Meet-Up,2022-01-07 05:00:00,2022-01-07 08:00:00,"Mexico City, Mexico",1
546,Tour,2022-03-02 16:00:00,2022-03-02 17:00:00,"Lagos, Nigeria",4
547,Reality Show,2022-04-06 18:00:00,2022-04-06 21:00:00,"Beijing, China",1
548,Concert,2022-08-31 22:00:00,2022-09-01 01:00:00,"Tokyo, Japan",2
549,Fan Meet-Up,2022-06-10 16:00:00,2022-06-10 19:00:00,"Tokyo, Japan",2
550,Concert,2024-03-26 12:00:00,2024-03-26 16:00:00,"Cairo, Egypt",4
551,Reality Show,2022-06-27 08:00:00,2022-06-27 11:00:00,"Delhi, India",1
552,Fan Meet-Up,2023-11-07 11:00:00,2023-11-07 13:00:00,"Manila, Philippines",1
553,Reality Show,2023-12-13 14:00:00,2023-12-13 17:00:00,"Delhi, India",2
554,Concert,2022-10-22 20:00:00,2022-10-22 23:00:00,"Karachi, Pakistan",5
555,Fan Meet-Up,2022-01-27 17:00:00,2022-01-27 20:00:00,"Beijing, China",3
556,Merch Sale Event,2024-04-28 19:00:00,2024-04-28 22:00:00,"Mexico City, Mexico",5
557,Tour,2023-03-08 21:00:00,2023-03-09 01:00:00,"Rio de Janeiro, Brazil",4
558,Merch Sale Event,2023-12-03 09:00:00,2023-12-03 12:00:00,"Karachi, Pakistan",5
559,Concert,2024-03-23 15:00:00,2024-03-23 19:00:00,"Istanbul, Turkey",4
560,Tour,2023-06-01 02:00:00,2023-06-01 04:00:00,"Mumbai, India",2
561,Fan Meet-Up,2022-06-06 02:00:00,2022-06-06 03:00:00,"Chongqing, China",3
562,Reality Show,2024-06-23 03:00:00,2024-06-23 04:00:00,"Manila, Philippines",4
563,Reality Show,2024-02-18 00:00:00,2024-02-18 03:00:00,"Manila, Philippines",5
564,Tour,2024-09-10 12:00:00,2024-09-10 13:00:00,"São Paulo, Brazil",4
565,Tour,2024-05-31 21:00:00,2024-05-31 23:00:00,"Karachi, Pakistan",3
566,Fan Meet-Up,2023-12-04 23:00:00,2023-12-05 00:00:00,"Manila, Philippines",4
567,Merch Sale Event,2023-04-30 15:00:00,2023-04-30 17:00:00,"Karachi, Pakistan",2
568,Reality Show,2023-05-30 07:00:00,2023-05-30 09:00:00,"Mexico City, Mexico",4
569,Concert,2023-04-16 18:00:00,2023-04-16 20:00:00,"Mumbai, India",2
570,Concert,2023-01-02 07:00:00,2023-01-02 09:00:00,"Mexico City, Mexico",5
571,Concert,2023-11-14 10:00:00,2023-11-14 12:00:00,"Dhaka, Bangladesh",1
572,Fan Meet-Up,2024-07-26 07:00:00,2024-07-26 09:00:00,"Dhaka, Bangladesh",4
573,Concert,2023-11-06 02:00:00,2023-11-06 06:00:00,"Chongqing, China",4
574,Concert,2022-09-09 11:00:00,2022-09-09 15:00:00,"Manila, Philippines",2
575,Fan Meet-Up,2021-11-06 15:00:00,2021-11-06 16:00:00,"Osaka, Japan",5
576,Reality Show,2022-11-30 20:00:00,2022-11-30 23:00:00,"Tokyo, Japan",2
577,Reality Show,2023-10-12 22:00:00,2023-10-13 02:00:00,"Rio de Janeiro, Brazil",3
578,Concert,2023-05-26 03:00:00,2023-05-26 05:00:00,"Mumbai, India",3
579,Tour,2023-07-15 19:00:00,2023-07-15 22:00:00,"Dhaka, Bangladesh",2
580,Concert,2022-08-20 16:00:00,2022-08-20 18:00:00,"Delhi, India",3
581,Tour,2022-10-29 06:00:00,2022-10-29 09:00:00,"Karachi, Pakistan",3
582,Tour,2024-02-11 20:00:00,2024-02-11 22:00:00,"Shanghai, China",5
583,Merch Sale Event,2022-12-14 10:00:00,2022-12-14 13:00:00,"Lagos, Nigeria",4
584,Merch Sale Event,2021-11-01 21:00:00,2021-11-02 00:00:00,"Istanbul, Turkey",2
585,Reality Show,2022-11-30 13:00:00,2022-11-30 15:00:00,"Istanbul, Turkey",3
586,Tour,2022-06-07 16:00:00,2022-06-07 20:00:00,"Beijing, China",2
