Username,ItemID,Bias,EventName
cherylquinn,686,Yunjin,Fan Meet-Up
joshuaholland,687,Eunchae,Tour
oporter,688,Yunjin,Tour
walkersteven,689,Yunjin,Tour
aprilcampbell,690,Eunchae,Merch Sale Event
deckercynthia,691,Yunjin,Fan Meet-Up
williamsjohnny,692,Yunjin,Tour
thompsonjoshua,693,Sakura,Fan Meet-Up
jacob98,694,Eunchae,Tour
staceybaker,695,Sakura,Merch Sale Event
hansonchristina,696,Eunchae,Tour
adamsmargaret,697,Eunchae,Tour
martinezmichael,698,Kazuha,Tour
thomasrobert,699,Chaewon,Fan Meet-Up
mark33,700,Chaewon,Concert
gilbertpaul,701,Eunchae,Tour
dawndavidson,702,Sakura,Fan Meet-Up
todd92,703,Eunchae,Fan Meet-Up
gardnerrichard,704,Sakura,Fan Meet-Up
webstermark,705,Kazuha,Merch Sale Event
fritzangela,706,Chaewon,Concert
garciajordan,707,Kazuha,Reality Show
kimberly05,708,Yunjin,Reality Show
myersrobert,709,Eunchae,Fan Meet-Up
brandtjoshua,710,Sakura,Reality Show
madisonstone,711,Sakura,Merch Sale Event
dennis18,712,Sakura,Fan Meet-Up
tammy75,713,Yunjin,Merch Sale Event
murraykaren,714,Chaewon,Merch Sale Event
virginiaholland,715,Sakura,Merch Sale Event
vgriffin,716,Sakura,Fan Meet-Up
reneehoward,717,Sakura,Concert
virginiaolson,718,Sakura,Tour
joseph79,719,Sakura,Reality Show
susanfarley,720,Kazuha,Reality Show
currymichael,721,Kazuha,Concert
barbara07,722,Sakura,Reality Show
ruizpatricia,723,Eunchae,Reality Show
hberger,724,Yunjin,Concert
martin36,725,Chaewon,Fan Meet-Up
crystalestes,726,Kazuha,Tour
hpowell,727,Eunchae,Tour
masonmarvin,728,Sakura,Merch Sale Event
edwardherring,729,Chaewon,Fan Meet-Up
audreyrich,730,Kazuha,Tour
bennettjames,731,Eunchae,Reality Show
ericgregory,732,Sakura,Reality Show
woodjames,733,Kazuha,Merch Sale Event
jodirodriguez,734,Eunchae,Fan Meet-Up
fgarcia,735,Sakura,Tour
troyreynolds,736,Yunjin,Tour
stanley61,737,Chaewon,Merch Sale Event
michelle94,738,Chaewon,Concert
zimmermansara,739,Chaewon,Concert
samanthahughes,740,Sakura,Tour
pcastillo,741,Kazuha,Concert
angela07,742,Chaewon,Fan Meet-Up
donald15,743,Yunjin,Concert
mark59,744,Yunjin,Concert
lbarron,745,Sakura,Merch Sale Event
xpatel,746,Kazuha,Concert
amandaburns,747,Chaewon,Tour
dianavalencia,748,Kazuha,Fan Meet-Up
lford,749,Sakura,Merch Sale Event
ericwilliams,750,Chaewon,Reality Show
burkeyolanda,751,Kazuha,Merch Sale Event
dramirez,752,Yunjin,Tour
lclark,753,Sakura,Concert
gbradshaw,754,Chaewon,Fan Meet-Up
cynthia53,755,Kazuha,Concert
jerry48,756,Eunchae,Merch Sale Event
bob26,757,Chaewon,Tour
ddunn,758,Kazuha,Tour
carraaron,759,Chaewon,Reality Show
alexandrastuart,760,Sakura,Reality Show
melissajimenez,761,Sakura,Fan Meet-Up
melissajimenez,762,Kazuha,Reality Show
jacobsrobert,763,Kazuha,Concert
vsanchez,764,Chaewon,Fan Meet-Up
alvaradoann,765,Chaewon,Reality Show
tsampson,766,Chaewon,Concert
kevin50,767,Yunjin,Tour
brett50,768,Kazuha,Tour
williamsmarc,769,Eunchae,Merch Sale Event
warnold,770,Yunjin,Concert
perezjustin,771,Chaewon,Fan Meet-Up
hjohnson,772,Sakura,Merch Sale Event
erika73,773,Eunchae,Merch Sale Event
uhoffman,774,Yunjin,Tour
brianjohnson,775,Chaewon,Fan Meet-Up
smithmichael,776,Sakura,Reality Show
angie27,777,Chaewon,Merch Sale Event
davilatara,778,Sakura,Fan Meet-Up
ryan59,779,Chaewon,Tour
cindy53,780,Chaewon,Merch Sale Event
kennedylucas,781,Yunjin,Fan Meet-Up
jacoblove,782,Chaewon,Reality Show
tyler52,783,Eunchae,Reality Show
dterry,784,Sakura,Merch Sale Event
paul19,785,Eunchae,Concert
patrick93,786,Chaewon,Merch Sale Event
gibsonbrianna,787,Eunchae,Concert
vgarcia,788,Yunjin,Fan Meet-Up
adkinsdaniel,789,Chaewon,Reality Show
danielle17,790,Eunchae,Reality Show
brianwong,791,Chaewon,Concert
smithstanley,792,Kazuha,Merch Sale Event
dmcdonald,793,Eunchae,Tour
iroberts,794,Chaewon,Concert
hutchinsonpamela,795,Chaewon,Reality Show
david51,796,Sakura,Merch Sale Event
turnertroy,797,Eunchae,Fan Meet-Up
kristina77,798,Eunchae,Reality Show
adelgado,799,Chaewon,Reality Show
wwatkins,800,Eunchae,Tour
christopher68,801,Yunjin,Merch Sale Event
burkeyolanda,802,Sakura,Concert
patriciarogers,803,Yunjin,Reality Show
walterslauren,804,Kazuha,Tour
nicholskaren,805,Sakura,Merch Sale Event
tdunn,806,Kazuha,Tour
michelleholland,807,Eunchae,Merch Sale Event
coryedwards,808,Eunchae,Fan Meet-Up
april02,809,Eunchae,Reality Show
corygarza,810,Yunjin,Reality Show
walkerhenry,811,Kazuha,Merch Sale Event
james07,812,Sakura,Tour
kellycruz,813,Eunchae,Reality Show
handerson,814,Sakura,Fan Meet-Up
uperez,815,Yunjin,Concert
kimberlywaller,816,Kazuha,Reality Show
anthonymoore,817,Kazuha,Merch Sale Event
eric33,818,Yunjin,Merch Sale Event
fcooper,819,Yunjin,Reality Show
heatherkim,820,Sakura,Fan Meet-Up
mcbridealexis,821,Chaewon,Concert
stevenbennett,822,Eunchae,Merch Sale Event
martinjustin,823,Sakura,Concert
currymichael,824,Sakura,Reality Show
alicia60,825,Eunchae,Tour
woodarddavid,826,Eunchae,Reality Show
timothy76,827,Yunjin,Reality Show
robert58,828,Yunjin,Fan Meet-Up
xbullock,829,Kazuha,Tour
estradamatthew,830,Yunjin,Reality Show
bcochran,831,Chaewon,Merch Sale Event
coreytaylor,832,Kazuha,Tour
fwall,833,Chaewon,Reality Show
fraymond,834,Eunchae,Merch Sale Event
chansummer,835,Yunjin,Tour
christina36,836,Eunchae,Reality Show
zmaynard,837,Yunjin,Fan Meet-Up
stephaniefox,838,Eunchae,Merch Sale Event
tsalas,839,Yunjin,Concert
brownjeffrey,840,Yunjin,Concert
taylorgina,841,Yunjin,Merch Sale Event
sarah44,842,Eunchae,Reality Show
heatherpatton,843,Sakura,Concert
brentnichols,844,Kazuha,Tour
krivera,845,Yunjin,Reality Show
baxtereric,846,Eunchae,Merch Sale Event
ashley91,847,Yunjin,Merch Sale Event
fbrown,848,Yunjin,Tour
sydney34,849,Chaewon,Merch Sale Event
ryanjohn,850,Sakura,Reality Show
lowen,851,Yunjin,Reality Show
hogandavid,852,Yunjin,Merch Sale Event
christina36,853,Kazuha,Reality Show
xpatterson,854,Yunjin,Reality Show
andrew41,855,Yunjin,Reality Show
mschultz,856,Eunchae,Concert
barry62,857,Chaewon,Tour
qbradley,858,Chaewon,Reality Show
bergbrittney,859,Sakura,Merch Sale Event
amystrickland,860,Yunjin,Concert
wgeorge,861,Eunchae,Fan Meet-Up
tjones,862,Kazuha,Concert
markcook,863,Yunjin,Concert
joycegiles,864,Eunchae,Tour
craig69,865,Sakura,Reality Show
odavis,866,Sakura,Tour
nsharp,867,Sakura,Tour
brianchavez,868,Chaewon,Tour
vancemicheal,869,Yunjin,Tour
lauramcintosh,870,Sakura,Fan Meet-Up
patricknovak,871,Yunjin,Tour
tracy34,872,Eunchae,Concert
gardnercarlos,873,Eunchae,Merch Sale Event
nneal,874,Kazuha,Reality Show
christopherfields,875,Chaewon,Concert
johnsonalexander,876,Chaewon,Fan Meet-Up
nathanielali,877,Chaewon,Reality Show
shawnthomas,878,Chaewon,Tour
dominique69,879,Sakura,Fan Meet-Up
hunterchapman,880,Kazuha,Concert
garciajimmy,881,Eunchae,Merch Sale Event
michaelpowell,882,Sakura,Concert
kellycruz,883,Chaewon,Reality Show
ldiaz,884,Eunchae,Fan Meet-Up
ochoajohn,885,Eunchae,Reality Show
robert95,886,Yunjin,Tour
beckpreston,887,Eunchae,Fan Meet-Up
zimmermanbrianna,888,Sakura,Fan Meet-Up
jennifer08,889,Eunchae,Concert
fjohnson,890,Chaewon,Fan Meet-Up
audreyortiz,891,Yunjin,Merch Sale Event
alicia60,892,Chaewon,Fan Meet-Up
knightemily,893,Sakura,Fan Meet-Up
ybridges,894,Chaewon,Merch Sale Event
brownbobby,895,Chaewon,Fan Meet-Up
amberpennington,896,Eunchae,Fan Meet-Up
gdouglas,897,Kazuha,Merch Sale Event
romanbrian,898,Kazuha,Reality Show
ypowell,899,Eunchae,Merch Sale Event
edwardscott,900,Sakura,Concert
craigowen,901,Yunjin,Fan Meet-Up
daustin,902,Yunjin,Tour
tyler52,903,Chaewon,Reality Show
kathleenhoffman,904,Eunchae,Merch Sale Event
evelynlee,905,Yunjin,Fan Meet-Up
robert58,906,Chaewon,Merch Sale Event
timothy03,907,Kazuha,Fan Meet-Up
zorr,908,Eunchae,Fan Meet-Up
westjohn,909,Chaewon,Fan Meet-Up
kberry,910,Eunchae,Tour
erik04,911,Eunchae,Tour
lisagarza,912,Eunchae,Merch Sale Event
christine92,913,Sakura,Concert
poolejoe,914,Sakura,Reality Show
shahbrittany,915,Sakura,Merch Sale Event
theresaalvarado,916,Sakura,Reality Show
fnguyen,917,Eunchae,Fan Meet-Up
davisadam,918,Eunchae,Fan Meet-Up
phillipsstephen,919,Eunchae,Fan Meet-Up
wardwilliam,920,Yunjin,Reality Show
vancemicheal,921,Chaewon,Merch Sale Event
crystalestes,922,Sakura,Reality Show
adelgado,923,Sakura,Fan Meet-Up
phillipschristina,924,Eunchae,Merch Sale Event
brittneyayala,925,Kazuha,Fan Meet-Up
jvaughn,926,Eunchae,Reality Show
fcummings,927,Eunchae,Concert
amy76,928,Sakura,Concert
ahumphrey,929,Sakura,Concert
jamieadams,930,Kazuha,Tour
nmartin,931,Eunchae,Merch Sale Event
deborahcooke,932,Chaewon,Merch Sale Event
kelseypatterson,933,Eunchae,Merch Sale Event
pmurphy,934,Eunchae,Reality Show
bradycortez,935,Eunchae,Merch Sale Event
williamssheri,936,Kazuha,Reality Show
jorge34,937,Sakura,Merch Sale Event
johnsonalexander,938,Kazuha,Merch Sale Event
katherinesutton,939,Eunchae,Merch Sale Event
dmoore,940,Yunjin,Concert
john78,941,Yunjin,Reality Show
bstevenson,942,Kazuha,Tour
christianwilliam,943,Sakura,Fan Meet-Up
wadebrett,944,Eunchae,Merch Sale Event
vvelez,945,Sakura,Fan Meet-Up
dfowler,946,Kazuha,Fan Meet-Up
jreed,947,Sakura,Reality Show
jshah,948,Chaewon,Tour
cynthia38,949,Yunjin,Fan Meet-Up
zmorris,950,Kazuha,Concert
daniellenelson,951,Yunjin,Reality Show
amandapope,952,Chaewon,Merch Sale Event
yangronnie,953,Sakura,Reality Show
steven38,954,Chaewon,Tour
sandersmichael,955,Sakura,Concert
bjoseph,956,Yunjin,Merch Sale Event
holly68,957,Chaewon,Merch Sale Event
tyleraguilar,958,Sakura,Concert
bmcdonald,959,Yunjin,Merch Sale Event
ericdean,960,Yunjin,Concert
christopher46,961,Chaewon,Merch Sale Event
joseph60,962,Yunjin,Concert
uguerrero,963,Sakura,Merch Sale Event
harmstrong,964,Chaewon,Concert
evelynlee,965,Yunjin,Tour
millerronald,966,Yunjin,Fan Meet-Up
kmills,967,Chaewon,Tour
bholland,968,Sakura,Concert
barkerchristopher,969,Kazuha,Tour
mcguireashley,970,Eunchae,Fan Meet-Up
connie00,971,Sakura,Tour
austinacosta,972,Eunchae,Merch Sale Event
deborah47,973,Chaewon,Merch Sale Event
sarahcain,974,Yunjin,Concert
nathangarner,975,Yunjin,Merch Sale Event
evansanne,976,Kazuha,Fan Meet-Up
keith91,977,Sakura,Reality Show
tony42,978,Eunchae,Concert
michaelblack,979,Eunchae,Tour
susanbarnett,980,Sakura,Fan Meet-Up
tstevenson,981,Chaewon,Reality Show
aaronadams,982,Yunjin,Tour
victoriabailey,983,Chaewon,Reality Show
deborahtownsend,984,Kazuha,Reality Show
walkersteven,985,Yunjin,Fan Meet-Up
booneshawn,986,Sakura,Reality Show
michael69,987,Kazuha,Merch Sale Event
byates,988,Yunjin,Fan Meet-Up
mgraham,989,Yunjin,Fan Meet-Up
joethomas,990,Eunchae,Merch Sale Event
fraymond,991,Kazuha,Tour
rebeccaliu,992,Yunjin,Tour
marquezchristopher,993,Eunchae,Tour
anthony68,994,Sakura,Reality Show
pamhayes,995,Chaewon,Concert
brentnichols,996,Sakura,Fan Meet-Up
barrettzachary,997,Eunchae,Concert
wesley73,998,Yunjin,Tour
wgoodman,999,Sakura,Reality Show
davidhernandez,1000,Kazuha,Concert
sotobrandi,1001,Sakura,Fan Meet-Up
millerbruce,1002,Yunjin,Merch Sale Event
jacob98,1003,Yunjin,Fan Meet-Up
erin77,1004,Chaewon,Fan Meet-Up
michael69,1005,Sakura,Fan Meet-Up
howardwilliam,1006,Kazuha,Merch Sale Event
zimmermansara,1007,Yunjin,Fan Meet-Up
laura73,1008,Sakura,Concert
deandebra,1009,Kazuha,Concert
mariahayes,1010,Eunchae,Tour
cody15,1011,Sakura,Merch Sale Event
michaelmorris,1012,Eunchae,Concert
leekristin,1013,Yunjin,Reality Show
bushgabrielle,1014,Sakura,Fan Meet-Up
williamssteven,1015,Eunchae,Tour
qnewton,1016,Sakura,Merch Sale Event
burgesspaul,1017,Eunchae,Reality Show
benderjennifer,1018,Kazuha,Reality Show
zrogers,1019,Eunchae,Tour
ibishop,1020,Eunchae,Fan Meet-Up
ashleyperkins,1021,Eunchae,Merch Sale Event
jnelson,1022,Chaewon,Fan Meet-Up
david89,1023,Yunjin,Tour
robert94,1024,Chaewon,Fan Meet-Up
ppadilla,1025,Yunjin,Tour
thompsonrobert,1026,Eunchae,Tour
heather81,1027,Yunjin,Concert
dmoore,1028,Yunjin,Fan Meet-Up
qedwards,1029,Sakura,Tour
estradamatthew,1030,Yunjin,Concert
campbellsandra,1031,Kazuha,Reality Show
johnarnold,1032,Kazuha,Reality Show
zlane,1033,Chaewon,Fan Meet-Up
angela73,1034,Chaewon,Reality Show
kathleen10,1035,Chaewon,Merch Sale Event
fsellers,1036,Yunjin,Fan Meet-Up
audreyrich,1037,Sakura,Concert
tyler74,1038,Eunchae,Reality Show
davisadam,1039,Chaewon,Reality Show
thomasanderson,1040,Eunchae,Tour
tdunn,1041,Sakura,Tour
tiffanysanford,1042,Kazuha,Fan Meet-Up
colleenneal,1043,Yunjin,Merch Sale Event
douglasnelson,1044,Chaewon,Concert
greeramanda,1045,Eunchae,Fan Meet-Up
nwright,1046,Yunjin,Concert
christianduncan,1047,Kazuha,Fan Meet-Up
brownjessica,1048,Chaewon,Merch Sale Event
tvaldez,1049,Sakura,Tour
andrea87,1050,Eunchae,Reality Show
lawsontanya,1051,Yunjin,Tour
dianavalencia,1052,Eunchae,Tour
turnersusan,1053,Sakura,Tour
andreaking,1054,Yunjin,Concert
erinmiles,1055,Eunchae,Reality Show
debra67,1056,Sakura,Merch Sale Event
snyderdebra,1057,Sakura,Concert
stacy26,1058,Eunchae,Reality Show
rebeccamartin,1059,Chaewon,Fan Meet-Up
williamdelacruz,1060,Yunjin,Reality Show
bethany64,1061,Eunchae,Reality Show
jfisher,1062,Sakura,Reality Show
gary13,1063,Sakura,Tour
smithjamie,1064,Kazuha,Reality Show
taylorjohnson,1065,Eunchae,Fan Meet-Up
medinajamie,1066,Yunjin,Fan Meet-Up
melissalawson,1067,Eunchae,Concert
tammy75,1068,Yunjin,Reality Show
gilbertpaul,1069,Yunjin,Concert
pdaniel,1070,Chaewon,Tour
kbaker,1071,Chaewon,Concert
nsantiago,1072,Yunjin,Concert
margaret51,1073,Eunchae,Tour
jamieblake,1074,Chaewon,Fan Meet-Up
turnertroy,1075,Yunjin,Fan Meet-Up
hammondashley,1076,Yunjin,Concert
jeremy70,1077,Kazuha,Reality Show
christophercruz,1078,Sakura,Reality Show
karen98,1079,Chaewon,Merch Sale Event
rwiley,1080,Eunchae,Tour
zharris,1081,Eunchae,Fan Meet-Up
kristenevans,1082,Yunjin,Reality Show
nmartin,1083,Eunchae,Reality Show
kenneth31,1084,Kazuha,Reality Show
martinezannette,1085,Sakura,Tour
aaronscott,1086,Sakura,Fan Meet-Up
operez,1087,Chaewon,Tour
sydney82,1088,Yunjin,Fan Meet-Up
samantha28,1089,Eunchae,Reality Show
sandra75,1090,Yunjin,Concert
kayla74,1091,Kazuha,Tour
watkinskristine,1092,Chaewon,Tour
gregory33,1093,Sakura,Merch Sale Event
vquinn,1094,Sakura,Reality Show
gdouglas,1095,Kazuha,Merch Sale Event
martin36,1096,Chaewon,Tour
carpenterzachary,1097,Sakura,Merch Sale Event
kayla74,1098,Kazuha,Merch Sale Event
navarrodiane,1099,Eunchae,Concert
thompsonkatrina,1100,Kazuha,Merch Sale Event
angela29,1101,Sakura,Concert
drocha,1102,Sakura,Fan Meet-Up
jameshenderson,1103,Sakura,Concert
lisarodriguez,1104,Kazuha,Reality Show
fbrown,1105,Sakura,Concert
jshah,1106,Yunjin,Tour
browningstacy,1107,Yunjin,Tour
cindymckay,1108,Chaewon,Fan Meet-Up
gina39,1109,Yunjin,Reality Show
calhouncourtney,1110,Chaewon,Concert
vmata,1111,Yunjin,Fan Meet-Up
courtney86,1112,Sakura,Tour
davisadam,1113,Chaewon,Merch Sale Event
savagekathryn,1114,Kazuha,Reality Show
thompsonrobert,1115,Chaewon,Reality Show
ukerr,1116,Kazuha,Fan Meet-Up
jessica55,1117,Kazuha,Merch Sale Event
walkersteven,1118,Eunchae,Concert
ihunt,1119,Eunchae,Concert
carlosharris,1120,Kazuha,Reality Show
iharris,1121,Sakura,Reality Show
edgarcampbell,1122,Sakura,Fan Meet-Up
stephaniemonroe,1123,Kazuha,Tour
anita80,1124,Sakura,Reality Show
austinmary,1125,Kazuha,Reality Show
fmiller,1126,Yunjin,Merch Sale Event
tjames,1127,Chaewon,Fan Meet-Up
mitchellkaren,1128,Yunjin,Tour
angelastone,1129,Kazuha,Tour
brianalexander,1130,Yunjin,Merch Sale Event
brandontaylor,1131,Sakura,Fan Meet-Up
rharper,1132,Chaewon,Tour
carpenterbenjamin,1133,Chaewon,Reality Show
charles82,1134,Eunchae,Fan Meet-Up
cheyenne31,1135,Chaewon,Merch Sale Event
kennethgrant,1136,Chaewon,Tour
anthonymoore,1137,Chaewon,Concert
shendricks,1138,Eunchae,Reality Show
josephbrian,1139,Kazuha,Fan Meet-Up
wrightmartin,1140,Eunchae,Fan Meet-Up
wayne22,1141,Chaewon,Concert
zsawyer,1142,Kazuha,Reality Show
timothy20,1143,Eunchae,Reality Show
dustin79,1144,Chaewon,Fan Meet-Up
uroberts,1145,Yunjin,Concert
bwerner,1146,Kazuha,Concert
cynthia40,1147,Sakura,Fan Meet-Up
avilajimmy,1148,Chaewon,Tour
leejared,1149,Kazuha,Merch Sale Event
jmccann,1150,Sakura,Tour
deborahtownsend,1151,Eunchae,Reality Show
rodriguezbryan,1152,Eunchae,Merch Sale Event
donald15,1153,Sakura,Reality Show
hensontyler,1154,Sakura,Tour
knelson,1155,Sakura,Fan Meet-Up
haneyjennifer,1156,Eunchae,Merch Sale Event
rodgersjacqueline,1157,Chaewon,Fan Meet-Up
abigail60,1158,Kazuha,Reality Show
andrewmartin,1159,Chaewon,Concert
ysantos,1160,Chaewon,Concert
cooperjennifer,1161,Sakura,Fan Meet-Up
amy78,1162,Yunjin,Reality Show
smithemily,1163,Eunchae,Merch Sale Event
virginiastone,1164,Chaewon,Merch Sale Event
cunninghamluke,1165,Eunchae,Merch Sale Event
jamesmcdonald,1166,Chaewon,Merch Sale Event
robert58,1167,Yunjin,Reality Show
courtney86,1168,Sakura,Merch Sale Event
blackwelljuan,1169,Eunchae,Tour
simmonsstacey,1170,Chaewon,Reality Show
ywood,1171,Kazuha,Tour
thomaswilliam,1172,Sakura,Fan Meet-Up
amandaclark,1173,Yunjin,Tour
dmoore,1174,Sakura,Reality Show
richard91,1175,Sakura,Tour
kortega,1176,Chaewon,Merch Sale Event
uscott,1177,Chaewon,Reality Show
shepherdtammy,1178,Chaewon,Reality Show
bryan52,1179,Sakura,Merch Sale Event
michael55,1180,Sakura,Tour
uanderson,1181,Eunchae,Reality Show
hartpaige,1182,Chaewon,Tour
vmcintyre,1183,Kazuha,Fan Meet-Up
melody63,1184,Eunchae,Concert
timothy20,1185,Eunchae,Merch Sale Event
michaelortega,1186,Sakura,Tour
scochran,1187,Eunchae,Tour
sarah73,1188,Eunchae,Fan Meet-Up
zwells,1189,Eunchae,Fan Meet-Up
eugene70,1190,Kazuha,Reality Show
carlos47,1191,Eunchae,Tour
cnelson,1192,Kazuha,Fan Meet-Up
danawatson,1193,Kazuha,Fan Meet-Up
anthonyjimenez,1194,Chaewon,Reality Show
pamhayes,1195,Sakura,Tour
david51,1196,Yunjin,Fan Meet-Up
bjoseph,1197,Yunjin,Concert
colin54,1198,Kazuha,Fan Meet-Up
natalie41,1199,Sakura,Merch Sale Event
yhill,1200,Chaewon,Tour
daniel67,1201,Sakura,Concert
bakerlee,1202,Kazuha,Reality Show
lauren77,1203,Yunjin,Reality Show
ogibbs,1204,Yunjin,Concert
taylorjohnson,1205,Sakura,Merch Sale Event
swilson,1206,Chaewon,Fan Meet-Up
jonathantorres,1207,Eunchae,Tour
walshpatricia,1208,Chaewon,Fan Meet-Up
matthewlivingston,1209,Chaewon,Merch Sale Event
williamadams,1210,Sakura,Concert
johnsonnancy,1211,Chaewon,Merch Sale Event
wendy73,1212,Yunjin,Concert
ericksonderek,1213,Eunchae,Merch Sale Event
julia39,1214,Chaewon,Merch Sale Event
jorge34,1215,Yunjin,Merch Sale Event
stevenmiddleton,1216,Chaewon,Reality Show
christopherfields,1217,Kazuha,Fan Meet-Up
thompsonrobert,1218,Kazuha,Fan Meet-Up
samuelkoch,1219,Kazuha,Reality Show
daniel67,1220,Sakura,Reality Show
kbaker,1221,Yunjin,Concert
angela90,1222,Sakura,Tour
pdaniel,1223,Kazuha,Fan Meet-Up
zimmermanbrianna,1224,Chaewon,Concert
kimberlywaller,1225,Kazuha,Fan Meet-Up
blackwelljamie,1226,Eunchae,Fan Meet-Up
ptorres,1227,Eunchae,Merch Sale Event
jonorr,1228,Yunjin,Fan Meet-Up
markssarah,1229,Sakura,Merch Sale Event
davidhernandez,1230,Sakura,Tour
zhoward,1231,Eunchae,Merch Sale Event
scottwalker,1232,Yunjin,Merch Sale Event
tiffany35,1233,Sakura,Merch Sale Event
bholland,1234,Eunchae,Fan Meet-Up
nfisher,1235,Eunchae,Concert
scochran,1236,Kazuha,Fan Meet-Up
timothylowery,1237,Kazuha,Concert
vhood,1238,Kazuha,Concert
horncheryl,1239,Kazuha,Fan Meet-Up
jacquelinehunter,1240,Yunjin,Fan Meet-Up
jmartin,1241,Kazuha,Tour
hinesmatthew,1242,Kazuha,Fan Meet-Up
iflores,1243,Chaewon,Reality Show
tsmith,1244,Eunchae,Merch Sale Event
woodadam,1245,Eunchae,Merch Sale Event
rogerskathy,1246,Kazuha,Reality Show
gvalencia,1247,Chaewon,Merch Sale Event
smithstanley,1248,Chaewon,Merch Sale Event
jchang,1249,Eunchae,Concert
watkinsrandall,1250,Yunjin,Tour
whoffman,1251,Sakura,Fan Meet-Up
paige03,1252,Yunjin,Concert
coltonwhite,1253,Yunjin,Tour
eric93,1254,Chaewon,Fan Meet-Up
lindsay77,1255,Kazuha,Tour
wrightalicia,1256,Kazuha,Concert
christinemoore,1257,Yunjin,Fan Meet-Up
joethomas,1258,Yunjin,Fan Meet-Up
jreed,1259,Sakura,Concert
rayanne,1260,Kazuha,Reality Show
nicolesmith,1261,Kazuha,Merch Sale Event
sandra58,1262,Chaewon,Reality Show
amandasmith,1263,Chaewon,Tour
rlong,1264,Kazuha,Concert
savagekathryn,1265,Yunjin,Merch Sale Event
davilatara,1266,Chaewon,Merch Sale Event
gary13,1267,Eunchae,Fan Meet-Up
josephdean,1268,Kazuha,Fan Meet-Up
lgolden,1269,Yunjin,Fan Meet-Up
mmathews,1270,Kazuha,Reality Show
jeffery32,1271,Sakura,Concert
ygonzalez,1272,Yunjin,Merch Sale Event
zodonnell,1273,Kazuha,Concert
walvarez,1274,Eunchae,Merch Sale Event
rachael05,1275,Yunjin,Merch Sale Event
rodriguezbryan,1276,Kazuha,Concert
cwilson,1277,Sakura,Concert
moonbrandy,1278,Chaewon,Concert
nneal,1279,Eunchae,Fan Meet-Up
carpenterzachary,1280,Eunchae,Merch Sale Event
lisajones,1281,Yunjin,Merch Sale Event
gfrazier,1282,Yunjin,Tour
joshua05,1283,Eunchae,Tour
erik04,1284,Eunchae,Reality Show
jnelson,1285,Chaewon,Reality Show
aking,1286,Sakura,Tour
elizabethcunningham,1287,Chaewon,Fan Meet-Up
natasha18,1288,Chaewon,Tour
sarahcain,1289,Chaewon,Concert
tiffanysanford,1290,Sakura,Concert
barronsara,1291,Sakura,Fan Meet-Up
fryewillie,1292,Eunchae,Tour
panderson,1293,Kazuha,Reality Show
carlsonlindsay,1294,Eunchae,Tour
cbrown,1295,Chaewon,Fan Meet-Up
ssmith,1296,Eunchae,Reality Show
katherinekramer,1297,Kazuha,Reality Show
monicaclark,1298,Eunchae,Fan Meet-Up
martinezmichael,1299,Eunchae,Merch Sale Event
kevin59,1300,Kazuha,Fan Meet-Up
richard88,1301,Eunchae,Tour
david87,1302,Kazuha,Tour
kennethphillips,1303,Kazuha,Concert
michael86,1304,Yunjin,Concert
lisa36,1305,Chaewon,Reality Show
tylerwilliams,1306,Sakura,Fan Meet-Up
mmathews,1307,Yunjin,Fan Meet-Up
fbrown,1308,Sakura,Tour
markwoodard,1309,Kazuha,Reality Show
susan52,1310,Chaewon,Tour
currymichael,1311,Sakura,Tour
collinsmichele,1312,Sakura,Concert
nfranco,1313,Yunjin,Merch Sale Event
hgomez,1314,Chaewon,Tour
rachelnelson,1315,Yunjin,Merch Sale Event
patricknovak,1316,Kazuha,Concert
derek08,1317,Kazuha,Merch Sale Event
brandtjoshua,1318,Chaewon,Reality Show
avilajimmy,1319,Yunjin,Merch Sale Event
kristy91,1320,Yunjin,Fan Meet-Up
morsedarren,1321,Yunjin,Fan Meet-Up
pmurphy,1322,Chaewon,Reality Show
owood,1323,Kazuha,Merch Sale Event
rlong,1324,Sakura,Fan Meet-Up
craig69,1325,Yunjin,Reality Show
castrobarbara,1326,Chaewon,Reality Show
jorge34,1327,Yunjin,Concert
baxtereric,1328,Yunjin,Fan Meet-Up
wilsonchris,1329,Kazuha,Fan Meet-Up
yolanda43,1330,Sakura,Concert
rodriguezbryan,1331,Chaewon,Concert
ybishop,1332,Chaewon,Reality Show
ronnie19,1333,Sakura,Fan Meet-Up
hamptonjohn,1334,Yunjin,Concert
vvelez,1335,Eunchae,Concert
dsmith,1336,Chaewon,Concert
patrick93,1337,Eunchae,Reality Show
millerronald,1338,Yunjin,Tour
mercersandra,1339,Sakura,Fan Meet-Up
jonathon04,1340,Eunchae,Concert
jsmith,1341,Kazuha,Concert
drewwilliams,1342,Sakura,Concert
atkinsbenjamin,1343,Yunjin,Merch Sale Event
zorr,1344,Sakura,Merch Sale Event
garciajimmy,1345,Sakura,Merch Sale Event
jennifer80,1346,Chaewon,Tour
timothy20,1347,Yunjin,Merch Sale Event
joseph79,1348,Kazuha,Reality Show
christopherwebster,1349,Eunchae,Tour
adamedwards,1350,Chaewon,Concert
tstevenson,1351,Eunchae,Tour
melissa54,1352,Kazuha,Fan Meet-Up
unichols,1353,Eunchae,Concert
hmoore,1354,Eunchae,Tour
jacksonmelissa,1355,Sakura,Tour
gary15,1356,Kazuha,Concert
